 - 12
prison - 0
prisoners - 4
private - 48
privately - 2
privilege - 4
privileges - 2
prize - 2
probable - 4
probably - 33
probity - 0
problem - 3
problemata - 0
problems - 0
proceed - 20
proceeded - 0
proceeding - 4
proceedings - 3
proceeds - 3
process - 3
processing - 0
processions - 0
proctors - 0
procure - 20
procured - 11
procures - 3
procuring - 9
produce - 19
produced - 8
produces - 2
producing - 0
production - 6
productions - 0
productive - 8
prof - 0
profess - 0
professes - 0
profession - 3
professor - 0
professors - 5
profit - 8
profitable - 4
profiting - 0
profits - 4
profoundest - 0
profuse - 0
profusion - 0
programme - 0
progress - 0
progressively - 0
prohibition - 0
project - 87
prolonged - 0
prominently - 2
promise - 0
promote - 7
promoting - 2
promotion - 0
prone - 0
proof - 16
proofread - 0
proofs - 2
propagation - 0
proper - 133
properly - 44
properties - 6
property - 86
prophetic - 0
proportion - 11
proportionably - 0
proportionate - 2
proportions - 0
proposal - 2
proposals - 0
propose - 18
proposed - 25
proposes - 7
proposing - 0
propositions - 0
proprietary - 0
propriety - 5
prosecuted - 0
prosecutes - 0
prospect - 0
prosperity - 3
prosperous - 0
protagoras - 4
protect - 5
protected - 0
protecting - 0
protection - 10
protector - 0
prove - 5
proved - 8
proverb - 5
proves - 4
provide - 12
provided - 9
providing - 6
province - 4
provision - 10
provisions - 10
prow - 0
prudence - 6
prudent - 6
prytanes - 0
psammetichus - 0
psiditia - 0
puberty - 2
public - 174
publicly - 2
publics - 0
published - 3
punish - 2
punished - 2
punishes - 0
punishment - 8
punishments - 2
punitive - 0
pupils - 0
purchase - 5
purchasing - 0
pure - 10
purely - 3
purest - 0
purifying - 3
purpose - 51
purposes - 18
pursue - 6
pursued - 5
pursuing - 0
pursuit - 2
put - 13
putting - 0
pye - 0
pyramids - 0
quaestors - 0
qualification - 2
qualifications - 7
qualified - 14
qualify - 3
qualities - 10
quality - 10
quantity - 19
quarrel - 5
quarrelled - 2
quarrelling - 2
quarrels - 11
quarrelsome - 0
question - 26
questioned - 0
questions - 3
quick - 2
quicker - 0
quickly - 0
quiet - 2
quietly - 0
quit - 3
quite - 9
quits - 2
quitted - 2
quoted - 2
r - 7
rabble - 0
race - 0
races - 0
rainwater - 0
raise - 8
raised - 5
raising - 0
ramsauer - 0
range - 0
rank - 38
ranked - 0
ranks - 6
rapacious - 0
rapacity - 0
rapine - 0
rarely - 0
rascally - 0
rash - 0
rashly - 0
rate - 0
rather - 54
rational - 4
rattle - 3
ravages - 0
ravish - 0
rd - 4
reach - 0
reached - 2
reaching - 0
read - 5
readable - 2
readers - 0
readily - 7
reading - 3
ready - 10
real - 4
realised - 0
realism - 0
realist - 0
really - 12
reap - 0
reason - 173
reasonable - 3
reasonably - 3
reasoning - 12
reasons - 6
rebuilt - 0
receipt - 2
receive - 26
received - 12
receivers - 0
receives - 0
receiving - 5
reception - 0
reciprocal - 0
reciprocally - 2
reciprocation - 0
reckon - 2
reckoned - 6
reckons - 0
recognise - 2
recognised - 0
recognising - 0
recognition - 0
recommend - 0
recommendation - 0
recommendations - 0
reconciled - 2
record - 0
recorded - 0
recounts - 0
recourse - 0
recover - 0
rectify - 0
rectitude - 0
redistribute - 0
redistributing - 2
redistribution - 2
reduce - 7
reduced - 8
reduces - 2
reducing - 4
reedited - 0
refer - 5
reference - 5
references - 2
referred - 5
reflect - 2
reflection - 3
reflections - 0
reflects - 0
refreshment - 0
refuge - 0
refund - 9
refundif - 0
refusal - 0
refuse - 3
refused - 0
regal - 4
regard - 23
regarded - 9
regards - 5
regents - 2
regimen - 0
reginus - 0
registered - 2
regius - 0
regmus - 0
regret - 0
regular - 2
regularly - 0
regulate - 11
regulated - 31
regulates - 2
regulating - 5
regulation - 8
regulations - 4
regulators - 0
reign - 4
reigns - 2
reimburse - 0
reimpression - 0
reinstated - 0
reject - 0
rejected - 2
rejoice - 3
relate - 3
related - 4
relates - 3
relating - 2
relation - 9
relations - 5
relationship - 0
relative - 10
relatively - 2
relaxation - 6
relaxations - 0
release - 0
religion - 2
religious - 6
relinquished - 0
rely - 2
remain - 9
remaining - 8
remains - 19
remarkable - 0
remarkably - 0
remedied - 0
remedies - 2
remedy - 7
remember - 0
remiss - 2
remote - 3
remove - 3
removed - 5
renamed - 0
render - 10
rendered - 0
rendering - 0
renders - 2
renown - 0
repair - 3
repeal - 0
repealed - 2
repeat - 2
repeated - 0
replace - 0
replacement - 5
replied - 3
reply - 0
report - 0
reported - 3
reports - 0
reprehensible - 0
represent - 5
representations - 2
represented - 0
representing - 0
represents - 3
reprinted - 0
reproach - 0
reproaches - 0
republic - 8
republica - 0
republics - 4
repudiates - 0
repugnant - 0
repute - 2
request - 0
require - 14
required - 4
requirements - 4
requires - 22
requisite - 9
research - 2
resemblance - 3
resemble - 2
resenting - 3
resentment - 5
reserved - 0
residence - 0
resign - 2
resist - 0
resolution - 0
resort - 0
respect - 82
respectable - 4
respected - 0
respecting - 2
respective - 9
respects - 13
respiration - 0
rest - 51
resting - 0
restored - 0
restrain - 5
restraining - 2
restrains - 0
restraint - 3
restraints - 0
restrictions - 2
result - 2
results - 0
resume - 0
retail - 0
retain - 0
retains - 0
retire - 0
return - 7
returned - 2
returning - 0
returns - 0
reuse - 2
reveal - 0
revealed - 2
reveals - 0
revenge - 4
revenue - 9
revenues - 2
reverence - 2
reverences - 0
reviled - 2
revised - 3
revolt - 2
revolted - 0
revolters - 0
revolting - 0
revolution - 13
revolutions - 20
reward - 3
rewarded - 0
rhegium - 0
rhetorica - 6
rhodes - 5
rhythm - 6
rhythms - 2
rich - 116
richer - 4
riches - 33
ridiculous - 5
riding - 2
right - 106
rightly - 9
rights - 14
rigid - 0
rings - 0
ripe - 0
riper - 0
rise - 9
riser - 0
rises - 0
rites - 0
rivalry - 0
rivals - 2
river - 2
rivers - 3
riverside - 0
rivulet - 0
road - 0
rob - 0
robber - 0
robbers - 0
robertson - 0
robust - 0
roemer - 0
rogers - 0
room - 2
ross - 2
rotation - 6
roughandready - 0
round - 2
rower - 0
rows - 0
royalties - 2
royalty - 3
rude - 0
ruin - 5
ruined - 3
rule - 27
ruled - 6
ruler - 2
rulers - 3
rules - 19
ruling - 6
run - 0
rupture - 0
rwbrowne - 0
s - 7
sacred - 6
sacrifice - 0
sacrifices - 5
sacrificing - 0
safe - 3
safer - 3
safest - 0
safety - 18
said - 111
sailing - 0
sailor - 6
sailors - 5
sake - 31
salamis - 0
sale - 0
salt - 0
salutary - 0
same - 330
samians - 0
samos - 2
sanctions - 0
sandys - 3
sardanapalus - 0
sat - 2
satisfy - 3
save - 3
saved - 3
say - 124
saying - 5
says - 39
scale - 2
scarce - 0
scarcity - 0
scattered - 2
scene - 0
sceptre - 0
scheme - 0
schmidt - 0
schneider - 0
scholar - 4
scholars - 0
schwegler - 0
science - 12
sciences - 5
score - 0
scorn - 0
scourged - 2
scribes - 0
scylax - 0
scylletic - 0
scythians - 3
sea - 16
seamen - 0
search - 2
seas - 0
seaside - 0
season - 3
seat - 0
second - 26
secondbest - 2
secondly - 2
secret - 2
secreta - 0
secretly - 2
secretorum - 0
secrets - 0
section - 7
sectional - 2
sections - 0
secure - 3
securer - 0
security - 0
sedate - 0
sedition - 25
seditions - 26
seditious - 5
seduced - 0
see - 49
seeds - 0
seeing - 5
seek - 9
seeking - 5
seem - 36
seemed - 2
seeming - 0
seemingly - 2
seems - 53
seen - 9
sees - 2
seize - 2
seized - 3
seldom - 8
seldomer - 0
select - 2
selected - 2
selecting - 0
self - 2
selfconscious - 0
selfdefence - 4
selfevident - 0
selflover - 0
selfpartiality - 0
selfprotection - 0
selfsame - 0
selfsufficient - 0
selfsufficing - 0
sell - 7
sellers - 2
selling - 7
senate - 23
senator - 4
senators - 12
send - 2
sending - 3
seniority - 2
seniors - 0
sensation - 0
sensations - 0
sense - 13
senses - 3
sensible - 4
sensorium - 0
sensoriums - 0
sensual - 0
sent - 4
sentence - 9
sentences - 2
sentiments - 11
separate - 35
separated - 4
separately - 11
separating - 0
separation - 0
serious - 2
seriously - 2
servant - 5
servants - 16
serve - 8
served - 5
service - 13
serviceable - 11
services - 9
servile - 12
servilely - 0
serving - 0
servitude - 0
sesostris - 2
sesumnetes - 0
set - 24
sets - 2
setter - 0
setting - 3
settle - 4
settled - 10
settlement - 0
settlers - 0
seven - 4
sevens - 0
seventh - 2
seventy - 2
seventyseven - 0
several - 18
severe - 4
severer - 0
severity - 3
sex - 0
sexes - 0
shall - 127
shameful - 0
share - 69
shared - 2
shares - 2
sharing - 3
sharpen - 0
she - 8
sheep - 2
shelter - 0
shepherd - 2
shepherds - 5
shew - 0
shift - 0
shifting - 0
ship - 6
shipbuilding - 0
ships - 2
shipwright - 2
shock - 2
shoe - 5
shoemaker - 4
shoemakers - 2
shoes - 0
shoot - 0
short - 12
shortcomings - 0
shorter - 0
shortest - 0
should - 614
show - 29
showing - 2
shown - 16
shows - 5
showy - 0
shun - 0
shut - 0
shuttle - 2
shuttles - 0
sicily - 6
sick - 4
sicyon - 0
side - 12
sides - 2
siege - 0
sieve - 0
sight - 3
sign - 0
significance - 0
signs - 0
silence - 0
silently - 0
silver - 2
similar - 9
similarity - 0
simos - 0
simple - 7
simply - 13
since - 54
sing - 4
singing - 0
single - 6
sings - 2
singular - 0
sinking - 2
sire - 2
sister - 3
sisters - 0
sit - 3
site - 4
sitting - 2
situated - 4
situation - 25
situations - 4
six - 5
sixth - 0
sixthly - 0
size - 10
skies - 0
skilful - 7
skill - 12
skilled - 3
slain - 2
slaughtered - 0
slave - 74
slavery - 18
slaves - 71
sleep - 2
slightly - 2
slow - 0
sluggard - 0
small - 45
smaller - 3
smallest - 2
smallness - 0
smendes - 0
smith - 2
smiths - 0
smother - 0
so - 353
sober - 3
sobriety - 0
sociability - 0
social - 4
societies - 3
society - 45
socrates - 22
socratess - 0
soft - 0
soften - 0
softens - 0
soil - 6
sojourner - 0
sojourners - 7
sold - 3
soldier - 6
soldiers - 21
soldiery - 5
sole - 2
solicit - 4
solicitation - 0
solitary - 0
solon - 6
solons - 2
solstice - 0
solution - 0
solve - 2
solved - 2
some - 433
something - 48
sometimes - 52
somewhere - 0
son - 21
song - 0
songs - 0
sons - 5
soon - 17
sooner - 2
soothe - 3
sophist - 0
sophists - 2
sophocles - 0
sordid - 2
sort - 57
sorts - 61
sought - 3
soul - 44
souls - 5
sound - 0
source - 2
sources - 0
south - 2
space - 0
span - 0
sparing - 0
sparingly - 0
sparta - 7
spartan - 0
spartans - 4
speak - 33
speakers - 0
speaking - 7
speaks - 3
special - 4
species - 76
specific - 0
specified - 2
specious - 0
speciously - 0
spectacle - 0
spectacles - 0
spectator - 0
spectators - 0
speculation - 2
speculative - 0
speech - 4
spend - 2
spending - 0
spent - 5
spheres - 0
spies - 0
spinning - 0
spirit - 9
spirits - 2
spite - 0
split - 0
spoil - 0
spoke - 0
spoken - 6
spread - 0
sprengel - 0
spring - 3
springs - 0
sprung - 2
square - 5
stability - 6
stable - 6
staff - 0
stage - 0
stahr - 0
stalks - 0
stamp - 2
stamped - 0
stand - 2
standard - 2
standards - 0
standpoint - 0
start - 3
startingpoint - 2
starts - 0
state - 468
stateanother - 0
stated - 3
stateguardians - 0
statements - 0
states - 143
statesas - 0
statesman - 6
statesmans - 0
statesmanship - 0
station - 6
statuary - 0
statue - 4
statues - 5
status - 4
steal - 2
stealing - 3
steele - 0
steering - 2
steersman - 5
steersmen - 0
stentor - 0
steward - 0
still - 33
stipulated - 0
stock - 3
stomach - 0
stomachs - 0
stone - 0
stop - 0
store - 0
stored - 0
stories - 2
story - 2
stout - 0
straight - 0
straightness - 0
stranger - 6
strangers - 11
streets - 3
strength - 25
strengthen - 2
strengthened - 0
stretch - 0
strict - 2
stricter - 0
strictly - 2
strikes - 0
striking - 2
stripes - 2
strong - 4
stronger - 3
strongly - 0
structure - 0
structures - 0
struggle - 4
struggles - 2
struggling - 2
students - 0
studies - 2
study - 7
subdivided - 2
subdivision - 0
subdue - 0
subdued - 2
subject - 43
subjection - 6
subjects - 12
submission - 3
submissive - 0
submit - 25
submits - 0
submitted - 6
submitting - 3
subordinate - 4
subordination - 2
subscribe - 0
subservient - 2
subsidies - 0
subsist - 4
subsisted - 2
subsistence - 10
subsisting - 2
substance - 3
subtile - 0
subversion - 0
subversive - 2
subverted - 3
subverting - 0
succeed - 9
succeeded - 2
succeeding - 0
succeeds - 3
succession - 2
such - 200
suchlike - 9
suddenly - 0
sued - 0
suffer - 4
suffered - 0
suffering - 0
sufficiency - 3
sufficient - 34
sufficiently - 9
suffrage - 0
suit - 4
suitable - 5
suited - 7
suits - 3
sum - 3
summary - 0
summon - 0
summoned - 0
superficial - 2
superfluous - 0
superintendence - 0
superior - 48
superiority - 15
superiors - 3
supernumeraries - 0
supersede - 0
supervised - 0
suppers - 0
suppertime - 0
supplementary - 0
supplied - 0
supplies - 0
supply - 15
supplying - 2
support - 37
supported - 6
supporters - 0
supporting - 0
supports - 2
suppose - 25
supposed - 20
supposes - 7
supposing - 5
supposition - 0
supposititious - 0
supreme - 91
surely - 2
surplus - 3
surrounded - 4
surrounding - 0
survey - 0
surveyors - 0
survive - 0
susemihl - 4
suspecting - 2
suspects - 2
suspicion - 0
sustain - 0
suthes - 0
swamp - 0
swear - 2
swearing - 0
sweet - 2
sweetest - 0
swift - 0
sword - 0
swords - 2
swordsmanship - 0
sybaris - 0
sybarite - 0
sybarites - 0
syllogisms - 0
symmetry - 0
sympathetic - 0
sympathise - 0
symposiums - 0
synonymous - 0
syracuse - 9
syracusians - 5
syria - 0
syrtis - 0
system - 7
t - 12
table - 3
tables - 13
tablet - 4
tactics - 0
take - 89
taken - 34
takes - 12
taking - 8
talcidians - 0
talents - 0
tales - 0
talker - 0
talking - 0
talks - 0
tallest - 0
tame - 5
tarentum - 4
tariff - 0
task - 0
tasks - 0
taste - 2
taught - 17
tax - 6
taxes - 9
taylor - 4
teach - 8
teacher - 0
teachers - 3
teaches - 0
teaching - 2
teachings - 0
tell - 7
tellecles - 0
telling - 0
tells - 4
temperance - 12
temperate - 5
temple - 0
temples - 7
tempt - 0
ten - 10
tenacious - 0
tend - 7
tended - 2
tendencies - 0
tender - 0
tends - 3
tenedos - 0
tenth - 0
term - 0
terminate - 0
terms - 28
terrified - 0
territories - 0
territory - 4
testimony - 0
text - 6
th - 3
thales - 7
thaless - 0
thalia - 0
than - 234
that - 1617
the - 6585
theagenes - 0
theatre - 2
theatres - 0
theban - 3
thebes - 8
theft - 0
their - 835
theirs - 12
them - 488
themfor - 0
themselves - 106
then - 186
thence - 3
theodectes - 0
theodoras - 0
theopompus - 0
theoretic - 0
theory - 2
thera - 0
there - 427
thereby - 8
therefore - 108
therein - 25
thereof - 17
thereon - 4
thereto - 0
thereunto - 9
therewith - 6
these - 468
thessalians - 2
thessaly - 0
they - 1037
thibron - 0
thief - 0
thing - 64
things - 180
think - 71
thinking - 3
thinks - 13
third - 33
thirdly - 3
thirteen - 0
thirty - 4
thirtyseven - 0
thirtythree - 2
this - 741
thorough - 0
thoroughly - 0
those - 739
though - 91
thought - 26
thoughts - 0
thousand - 16
thracian - 3
thracians - 0
thrasippus - 0
thrasybulus - 7
thrasymachus - 0
three - 54
threw - 0
throne - 0
through - 39
throughout - 3
throw - 0
thrown - 2
thurians - 0
thurii - 0
thurium - 2
thus - 121
tie - 3
till - 18
tillage - 0
tiller - 2
timber - 0
time - 103
times - 18
timophanes - 2
tiresome - 0
tis - 0
title - 0
to - 3570
together - 68
token - 0
tokos - 0
told - 4
tomb - 2
tombs - 0
too - 107
took - 12
tools - 5
toronto - 0
torstrik - 0
totally - 3
touch - 2
touched - 3
toward - 0
towards - 9
towers - 3
town - 2
townplanning - 0
towns - 0
tr - 0
traces - 2
trade - 8
trademark - 10
trademarkcopyright - 0
traders - 0
trades - 0
tradesmen - 0
traezenians - 2
traezenium - 0
traffic - 3
trafficking - 0
tragic - 2
trained - 3
training - 0
tranquil - 0
tranquillity - 2
transcended - 0
transcendent - 0
transcribe - 0
transcription - 0
translated - 0
translation - 4
translations - 2
translators - 0
treasurers - 0
treasury - 0
treat - 19
treated - 22
treaties - 2
treating - 8
treatise - 18
treatment - 2
treats - 0
trendelenburg - 0
trespasses - 0
trial - 0
tribe - 2
tribes - 8
tribunals - 2
tribute - 0
tried - 0
trierarchs - 0
trifles - 0
trifling - 6
triopium - 0
tripods - 0
triremes - 0
troops - 6
trouble - 3
troubled - 2
troubles - 0
troublesome - 4
true - 56
truly - 6
trust - 3
trusted - 2
truth - 10
truths - 0
try - 5
trying - 2
tucker - 0
tunes - 0
turn - 21
turned - 4
turning - 0
turns - 8
tutelar - 0
twelve - 0
twenty - 4
twice - 4
twining - 0
two - 132
twofold - 3
txt - 0
type - 2
types - 0
tyrannic - 3
tyrannical - 6
tyrannies - 22
tyrannise - 3
tyranny - 64
tyrant - 34
tyrants - 28
tyrrhenian - 0
tyrrhenians - 0
tyrtaeus - 0
uberweg - 0
ultimate - 0
ultimately - 0
ulysses - 0
unacquainted - 3
unaltered - 2
unanimous - 0
unbecoming - 0
unblemished - 0
uncertain - 6
unchanging - 0
uncommon - 2
unconsidered - 0
uncorrupt - 0
under - 72
undergo - 2
undermine - 0
undermined - 0
understand - 12
understanding - 10
understandings - 3
understands - 0
understood - 7
undertake - 0
undertaken - 0
undertakes - 0
undistinguishable - 0
undue - 0
unduly - 0
uneasiness - 2
unenforceability - 0
unequal - 13
unequally - 0
unequals - 0
unexpected - 0
unfair - 0
unfit - 4
unfortunate - 2
unhonoured - 4
uniform - 0
uniformly - 0
unintelligible - 0
uninterrupted - 0
unite - 2
united - 14
universal - 4
universally - 7
universe - 2
unjust - 12
unjustly - 7
unknown - 0
unlawful - 0
unless - 12
unlike - 0
unlikely - 2
unlimited - 2
unlink - 0
unlucky - 0
unmixed - 0
unmodified - 0
unnatural - 2
unnecessary - 3
unperceivably - 0
unprovided - 0
unqualified - 0
unredeemed - 0
unsolicited - 0
unspeakable - 0
until - 2
unwieldy - 0
unwilling - 2
unworthily - 0
unworthy - 2
unwritten - 0
up - 59
upbraids - 0
updated - 2
upon - 185
upper - 0
urge - 0
urged - 0
us - 60
use - 80
used - 27
useful - 63
useless - 6
user - 3
uses - 7
using - 8
usual - 7
usually - 16
usufruct - 0
usury - 5
ut - 0
utility - 4
utmost - 2
utopia - 0
utter - 0
v - 13
vacancy - 0
vacant - 0
vahlen - 0
vain - 3
valiant - 0
valid - 0
valour - 4
valuable - 8
value - 14
van - 0
vanilla - 2
variance - 2
variation - 0
varies - 0
varieties - 0
variety - 5
various - 12
variously - 0
vary - 5
vases - 0
venal - 2
venality - 0
veneration - 0
venice - 0
venus - 0
verse - 3
version - 4
very - 184
veryuseful - 0
vessel - 0
vest - 2
vested - 10
vi - 11
vice - 3
vices - 3
vicious - 2
victims - 0
victor - 0
victories - 0
victory - 11
victuallers - 2
view - 28
viewed - 0
viewing - 0
views - 2
vigorous - 0
vii - 11
viii - 9
vile - 0
village - 4
villages - 3
villains - 0
vines - 0
violates - 0
violence - 7
violent - 5
violently - 0
virtue - 144
virtues - 36
virtuous - 29
virtuously - 0
virtutibus - 0
virus - 0
visit - 2
vitiis - 0
voice - 5
voices - 0
void - 0
vol - 0
vols - 4
voluntarily - 2
voluntary - 2
volunteer - 0
volunteers - 6
vote - 41
votes - 6
voting - 0
votive - 2
vulcan - 0
vulgar - 2
vultures - 0
w - 13
wages - 2
waiting - 0
waitz - 0
walford - 0
walks - 0
wall - 4
wallace - 2
walls - 10
wallsbut - 0
want - 40
wanted - 9
wanting - 6
wants - 8
war - 82
wards - 4
warlike - 8
warm - 0
warp - 0
warranties - 3
warranty - 2
warriors - 0
wars - 9
was - 302
washes - 0
waste - 0
watch - 2
water - 8
waters - 2
waver - 0
way - 31
ways - 26
we - 479
weak - 6
weaken - 0
weakened - 0
weakness - 0
wealth - 19
wealthy - 3
weapon - 2
weapons - 0
wear - 4
weather - 0
weave - 0
weaver - 0
weavers - 2
weaving - 0
web - 6
wedding - 0
weighed - 0
weighing - 0
weight - 5
welfare - 2
well - 112
wellbeing - 0
wellconstituted - 0
welldon - 3
wellestablished - 3
wellformed - 0
wellgoverned - 0
wellgoverning - 0
wellinstructed - 0
wellregulated - 4
welltempered - 2
went - 5
were - 195
west - 2
western - 2
wharton - 2
what - 582
whatever - 16
whatsoever - 35
when - 348
whence - 37
whenever - 16
where - 119
whereas - 17
wherefore - 2
wherein - 31
whereon - 0
wheresoever - 2
wherever - 3
whether - 139
which - 1097
whichever - 2
while - 81
whipping - 0
who - 830
whoeer - 0
whoever - 5
whole - 95
wholes - 0
wholesome - 2
wholly - 3
whom - 76
whose - 40
whosoever - 6
why - 27
wicked - 5
wickedness - 3
wide - 2
widely - 0
wider - 0
widest - 3
wife - 15
wifeproperty - 0
wilamowitzmoellendorf - 0
wild - 8
will - 507
william - 0
williams - 0
willing - 12
willingly - 6
wimmer - 0
winds - 3
wine - 5
winter - 4
wisdom - 8
wise - 13
wisely - 2
wish - 12
wishes - 4
with - 561
within - 21
without - 119
witnesses - 2
wives - 22
wolf - 0
woman - 21
womans - 4
womb - 0
women - 46
wonder - 0
wondered - 0
wonderful - 2
wood - 0
woods - 2
woof - 0
wool - 2
word - 10
words - 6
wore - 0
work - 73
worked - 0
working - 0
workings - 0
workman - 0
workmen - 4
works - 48
world - 7
worms - 0
worn - 0
worse - 11
worship - 8
worst - 17
worstestablished - 0
worth - 28
worthless - 2
worthy - 22
would - 197
wrestler - 0
wrestlers - 0
wrestling - 0
wretched - 0
wretchedness - 0
wretches - 2
writ - 0
write - 0
writers - 4
writing - 5
writings - 0
written - 18
wrong - 25
wrongfully - 0
wwwgutenbergorg - 3
x - 6
xerxes - 0
xeugitai - 0
xi - 6
xii - 6
xiii - 4
xiv - 4
xv - 3
xvi - 3
xvii - 2
xviii - 0
yarn - 0
year - 6
yearly - 0
years - 27
yet - 77
yield - 2
york - 0
you - 104
young - 30
younger - 5
your - 20
yourself - 0
youth - 11
youths - 3
zaleucus - 5
zancleans - 0
